customerID,companyName,contactName,contactTitle,address,city,region,postalCode,country,phone,fax
Kuhl ,Kuhl Bolzmann GmbH,Stanislaw Budig,Mr/Ms,"Römerring 252
95191 Griesbach Rottal",Griesbach,NULL,95191,Germany,(05021) 21039,NULL
Jänt,Jäntsch Tröst KG,Barbara Putz-Schacht,Mr/Ms,"Reza-Neureuther-Straße 224
41022 Göttingen",Göttingen,NULL,41022,Germany,(08618) 844044,NULL
Sorga,Sorgatz Müller GmbH & Co. KG,Lars Beer B.Sc.,Mr/Ms,"Ilona-Walter-Straße 592
83192 Cuxhaven",Cuxhaven,NULL,83192,Germany,+49(0)4021 24313,NULL
Henck,Henck,Telse Rogner,Mr/Ms,"Esther-Döring-Platz 538
94965 Magdeburg",Magdeburg,NULL,94965,Germany,(08942) 52524,NULL
Eigen,Eigenwillig,Isolde Schmidt,Mr/Ms,"Dorothee-Gotthard-Weg 4/2
31149 Schwandorf",Schwandorf,NULL,31149,Germany,+49(0)0663 13931,NULL
Gotth,Gotthard GbR,Paul Möchlichen-Speer,Mr/Ms,"Holtallee 58
01930 Hainichen",Hainichen,NULL,1930,Germany,765993543,NULL
Weinh,Weinhold,Herr Stanislaus Hethur B.Eng.,Mr/Ms,"Blümelgasse 9
50750 Roth",Roth,NULL,50750,Germany,09032 877968,NULL
Frank,Franke Birnbaum GmbH & Co. OHG,Ing. Hans-Günther Rosemann B.Eng.,Mr/Ms,"Barthweg 5
57957 Bersenbrück",Bersenbrück,NULL,57957,Germany,8966256202,NULL
Hein,Hein,Dusan Patberg,Mr/Ms,"Hölzenbecherring 4
11530 Dinslaken",Dinslaken,NULL,11530,Germany,+49(0) 805551198,NULL
Otto ,Otto AG & Co. KGaA,Karl-Peter Putz,Mr/Ms,"Junckstr. 4
67570 Nürtingen",Nürtingen,NULL,67570,Germany,04049 155757,NULL
Speer,Speer Harloff AG,Frieder Heydrich,Mr/Ms,"Karen-Kreusel-Gasse 011
96562 Viersen",Viersen,NULL,96562,Germany,+49(0)1889799384,NULL
Löwe,Löwer GmbH & Co. KG,Lisbeth Beyer-Thies,Mr/Ms,"Naserplatz 8
87454 Freudenstadt",Freudenstadt,NULL,87454,Germany,+49(0)8739 755438,NULL
Stump,Stumpf,Attila Bruder B.A.,Mr/Ms,"Inna-Vollbrecht-Allee 6/0
63062 Wurzen",Wurzen,NULL,63062,Germany,606796702,NULL
Schwe,Schweitzer Niemeier AG,Prof. Waltrud Ditschlerin B.A.,Mr/Ms,"Udo-Eckbauer-Platz 885
14501 Fulda",Fulda,NULL,14501,Germany,+49(0) 600332568,NULL
Reich,Reichmann e.V.,Hansjörg Budig,Mr/Ms,"Klaus-Günter-Mülichen-Platz 673
66149 Borna",Borna,NULL,66149,Germany,+49(0)5156 66700,NULL
Heinr,Heinrich Ullrich AG,Enno Albers B.Eng.,Mr/Ms,"Jacobi Jäckelweg 78
83078 Freising",Freising,NULL,83078,Germany,+49(0)7287 347693,NULL
Herin,Hering,Heinz Dieter Lübs,Mr/Ms,"Arndt-Karge-Platz 90
16776 Hannover",Hannover,NULL,16776,Germany,5119632383,NULL
Mude ,Mude AG & Co. KG,Sina Scholtz,Mr/Ms,"Kunigunde-Köhler-Weg 3/6
00456 Uffenheim",Uffenheim,NULL,456,Germany,+49(0)1724 835070,NULL
Hörl,Hörle Stiftung & Co. KG,Eggert Drewes,Mr/Ms,"Goran-Faust-Straße 5/2
91453 Kemnath",Kemnath,NULL,91453,Germany,+49(0) 640309430,NULL
Löwe,Löwer,Kazim Wulf,Mr/Ms,"Wagnerstr. 0/7
96937 Altentreptow",Altentreptow,NULL,96937,Germany,09150 34610,NULL
Heuse,Heuser Scholtz OHG mbH,Prof. Sylwia Neureuther,Mr/Ms,"Nada-Kraushaar-Gasse 1/1
57576 Greifswald",Greifswald,NULL,57576,Germany,01253 05980,NULL
Jacob,Jacob Döhn GmbH & Co. OHG,Dipl.-Ing. Elias Dowerg,Mr/Ms,"Rolf-Rosemann-Platz 8/7
48762 Parchim",Parchim,NULL,48762,Germany,09200 74053,NULL
Eberh,Eberhardt GmbH & Co. OHG,Dan Rosemann-Mangold,Mr/Ms,"Rohtring 2
30760 Vohenstrauß",Vohenstrauß,NULL,30760,Germany,+49(0)6032796808,NULL
Fechn,Fechner,Prof. Norma Rohleder,Mr/Ms,"Knappeweg 9/8
99974 Lippstadt",Lippstadt,NULL,99974,Germany,(07410) 58222,NULL
Beyer,Beyer e.V.,Adam Bender,Mr/Ms,"Rosemannstr. 304
11229 Coburg",Coburg,NULL,11229,Germany,525775797,NULL
Heinr,Heinrich,Dipl.-Ing. Solveig Pechel,Mr/Ms,"Rittergasse 62
66128 Burgdorf",Burgdorf,NULL,66128,Germany,(05175) 661972,NULL
Kalle,Kallert Meyer e.V.,Rose-Marie Wende B.A.,Mr/Ms,"Mary-Kreusel-Straße 1/6
18028 Altötting",Altötting,NULL,18028,Germany,02633 705900,NULL
Kitzm,Kitzmann GmbH,Ing. Ruben Karge,Mr/Ms,"Jost-Trubin-Platz 90
69119 Höxter",Höxter,NULL,69119,Germany,(00498) 709376,NULL
Rosem,Rosemann Junck KG,Univ.Prof. Gerfried Mies,Mr/Ms,"Vogtring 7
37523 Rockenhausen",Rockenhausen,NULL,37523,Germany,07857 79585,NULL
Schom,Schomber,Ing. Ahmed Jüttner B.A.,Mr/Ms,"Kühnertring 8
13040 Büsingenm Hochrhein",Büsingenm,NULL,13040,Germany,+49 (0) 0080 349786,NULL
Ernst,Ernst,Ing. Nils Kreusel,Mr/Ms,"Dogan-Köhler-Allee 546
59494 Gelnhausen",Gelnhausen,NULL,59494,Germany,(03512) 02805,NULL
Strie,Striebitz,Ehrenfried Stey,Mr/Ms,"Salzstraße 9
87357 Wurzen",Wurzen,NULL,87357,Germany,+49(0)9825 280070,NULL
Henck,Henck,Ann Hauffer-Killer,Mr/Ms,"Haeringring 877
50050 Artern",Artern,NULL,50050,Germany,02845 314639,NULL
Meist,Meister KG,Sandor Tintzmann,Mr/Ms,"Sergej-Binner-Ring 81
61826 Gütersloh",Gütersloh,NULL,61826,Germany,(01838) 738751,NULL
Zirme,Zirme,Petros Scheibe,Mr/Ms,"Francesco-Roskoth-Straße 1/7
72386 Quedlinburg",Quedlinburg,NULL,72386,Germany,04326 77754,NULL
Klapp,Klapp,Prof. Hans-Eberhard Hörle MBA.,Mr/Ms,"Meisterstr. 109
60837 Melle",Melle,NULL,60837,Germany,+49 (0) 8295 825903,NULL
Fechn,Fechner,Mercedes Tlustek MBA.,Mr/Ms,"Sylke-Siering-Gasse 4
75121 Berlin",Berlin,NULL,75121,Germany,2535551736,NULL
Ritte,Ritter e.V.,Hülya Römer,Mr/Ms,"Zirmeplatz 3/7
37704 Bützow",Bützow,NULL,37704,Germany,+49 (0) 1924 675006,NULL
Schom,Schomber GmbH,André Stumpf,Mr/Ms,"Maria-Luise-Scheel-Allee 1/2
50385 Grevenbroich",Grevenbroich,NULL,50385,Germany,(07949) 08511,NULL
Ehler,Ehlert Kobelt GmbH & Co. KG,Ing. Gerlinde Kallert B.A.,Mr/Ms,"Wilmsring 8
99863 Flöha",Flöha,NULL,99863,Germany,(00972) 23162,NULL
Fisch,Fischer GmbH & Co. KGaA,Elfriede Roht,Mr/Ms,"Nelly-Warmer-Gasse 507
03770 Wesel",Wesel,NULL,3770,Germany,+49(0)0447349348,NULL
Kambs,Kambs,Herr Anthony Bien,Mr/Ms,"Ignatz-Bolnbach-Gasse 8/4
58425 Ravensburg",Ravensburg,NULL,58425,Germany,01887 81656,NULL
Werne,Werner,Ing. Lothar Carsten,Mr/Ms,"Jesselweg 2/2
45906 Olpe",Olpe,NULL,45906,Germany,467485717,NULL
Nieme,Niemeier Schleich KG,Ulrike Täsche B.Eng.,Mr/Ms,"Ante-Rohleder-Gasse 74
69440 Soltau",Soltau,NULL,69440,Germany,+49(0)7667711148,NULL
Schol,Scholtz,Sigmar Kroker,Mr/Ms,"Barkholzallee 609
96700 Neustadtner Waldnaab",Neustadtner,NULL,96700,Germany,+49 (0) 3398 706626,NULL
Gehri,Gehringer KG,Ing. Karl-Werner Jessel B.Eng.,Mr/Ms,"Kochstraße 0
97773 Neunburg vorm Wald",Neunburg,NULL,97773,Germany,01610 465547,NULL
Bende,Bender Eimer GbR,Univ.Prof. Annelise Jopich,Mr/Ms,"Ramazan-Schuster-Platz 2
82214 Celle",Celle,NULL,82214,Germany,(06024) 278898,NULL
Johan,Johann KG,Annett Becker-Fechner,Mr/Ms,"Gabriele-Rudolph-Platz 1/5
50734 Artern",Artern,NULL,50734,Germany,+49(0)9886 264049,NULL
Fröh,Fröhlich GmbH,Silke Flantz-Anders,Mr/Ms,"Reisingallee 62
78550 Calau",Calau,NULL,78550,Germany,441352622,NULL
Hensc,Henschel Gorlitz GmbH & Co. KG,Dr. Felicia Geisel B.Sc.,Mr/Ms,"Kösterweg 15
75990 Lichtenfels",Lichtenfels,NULL,75990,Germany,+49 (0) 3863 273188,NULL
Naser,Naser GbR,Jose Holzapfel,Mr/Ms,"Bachmannring 8
98747 Flöha",Flöha,NULL,98747,Germany,01361 57009,NULL
Roht,Roht,Zenon Hiller B.Sc.,Mr/Ms,"Hörlestraße 34
51159 Soltau",Soltau,NULL,51159,Germany,7957335188,NULL
Koch ,Koch Langern GbR,Paolo Fritsch MBA.,Mr/Ms,"Giuseppe-Scheuermann-Platz 960
40190 Stadtsteinach",Stadtsteinach,NULL,40190,Germany,+49(0) 860542984,NULL
Mude ,Mude Atzler AG,Angelika Huhn-Kallert,Mr/Ms,"Aziz-Werner-Straße 717
55386 Tecklenburg",Tecklenburg,NULL,55386,Germany,09110 914403,NULL
Texto,Textor Boucsein e.V.,Milka Thies,Mr/Ms,"Hendriksgasse 2/6
67266 Niesky",Niesky,NULL,67266,Germany,561658459,NULL
Schin,Schinke,Marit Jacobi Jäckel,Mr/Ms,"Birnbaumplatz 1/9
56858 Schwabmünchen",Schwabmünchen,NULL,56858,Germany,536128375,NULL
Ruppe,Ruppersberger Rogner GmbH,Margarita Bolzmann,Mr/Ms,"Nikolas-Hövel-Platz 0/1
00234 Fallingbostel",Fallingbostel,NULL,234,Germany,+49 (0) 4445 225118,NULL
Schmi,Schmidt Radisch OHG mbH,Dorota Ruppersberger-Franke,Mr/Ms,"Eberhardtweg 255
04038 Reutlingen",Reutlingen,NULL,4038,Germany,+49(0)5806 92905,NULL
Weime,Weimer,Willfried Roskoth,Mr/Ms,"Rouven-Hornig-Straße 92
83711 Gelnhausen",Gelnhausen,NULL,83711,Germany,(09358) 93907,NULL
Wagen,Wagenknecht KG,Ing. Hüseyin Ullmann,Mr/Ms,"Vanessa-van der Dussen-Gasse 2
44255 Kyritz",Kyritz,NULL,44255,Germany,+49 (0) 6541 097066,NULL
Otto,Otto,Ljiljana Mitschke,Mr/Ms,"Jane-Losekann-Allee 7/5
89147 Mühlhausen",Mühlhausen,NULL,89147,Germany,(08300) 05401,NULL
Jacob,Jacobi Jäckel GmbH & Co. KG,Kazim Kostolzin-Gertz,Mr/Ms,"Fechnergasse 291
96968 Gerolzhofen",Gerolzhofen,NULL,96968,Germany,+49(0)3867967980,NULL
Alber,Albers,Dipl.-Ing. Roberto Kensy B.Eng.,Mr/Ms,"Dippelring 770
70198 Hohenstein-Ernstthal",Hohenstein-Ernstthal,NULL,70198,Germany,+49(0)4998 67753,NULL
Södi,Söding AG,Aurelia Kruschwitz-Stey,Mr/Ms,"Danuta-Aumann-Straße 5/7
36390 Neustadtner Waldnaab",Neustadtner,NULL,36390,Germany,08942 848471,NULL
Heser,Heser Stiftung & Co. KG,Heiner Ackermann,Mr/Ms,"Sonja-Koch-Allee 68
92392 Hohenstein-Ernstthal",Hohenstein-Ernstthal,NULL,92392,Germany,8531765774,NULL
Hensc,Henschel KG,Magdalene Wulff B.A.,Mr/Ms,"Krokerplatz 545
83219 Schongau",Schongau,NULL,83219,Germany,04487 309091,NULL
Nerge,Nerger Freudenberger KG,Barbara Reising,Mr/Ms,"Hörlegasse 1
37491 Oberviechtach",Oberviechtach,NULL,37491,Germany,+49(0)9579 683303,NULL
Thane,Thanel,Sabrina Fliegner-Grein Groth,Mr/Ms,"Bohlanderallee 2/9
85077 Gunzenhausen",Gunzenhausen,NULL,85077,Germany,5360879298,NULL
Gorli,Gorlitz e.V.,Gisa Gute B.Eng.,Mr/Ms,"Oestrovskyring 33
12688 Luckau",Luckau,NULL,12688,Germany,(05189) 66567,NULL
Kraus,Krause,Toralf Trub,Mr/Ms,"Wigbert-Kramer-Platz 95
61813 Wertingen",Wertingen,NULL,61813,Germany,+49(0)8766 666058,NULL
Roht,Roht,Irmela Pärtzelt,Mr/Ms,"Ernstplatz 453
17042 Erkelenz",Erkelenz,NULL,17042,Germany,(04891) 28663,NULL
