orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
36,BROWN,6,4/26/1996,8/4/1996,5/21/1996,3,20.9,NULL,"Apt. 607
 177 Williams Roadside
Allisonchester, SA, 2993"," SA, 2993",4,2993,AUS
37,HOLME,7,4/27/1996,7/6/1996,5/3/1996,1,39.5,NULL,"154 Anderson Villas
Wilkinsville, TAS, 0996"," TAS, 0996",4,996,AUS
38,TURNE,1,4/29/1996,5/13/1996,4/29/1996,3,8.2,NULL,"7 Harry Distributor
Mcdonaldmouth, SA, 2365"," SA, 2365",1,2365,AUS
39,GRIME,2,4/29/1996,5/24/1996,5/4/1996,2,32.5,NULL,"44 Billy Way
North Jessicaburgh, VIC, 2236"," VIC, 2236",4,2236,AUS
40,GORDO,6,4/30/1996,7/28/1996,6/15/1996,3,46.7,NULL,"390 John Plaza
Hendersonburgh, WA, 8621"," WA, 8621",3,8621,AUS
41,RIVER,3,4/30/1996,8/3/1996,6/24/1996,1,28.3,NULL,"154 Anderson Villas
Wilkinsville, TAS, 0996"," TAS, 0996",4,996,AUS
42,FREEM,1,5/2/1996,6/30/1996,5/23/1996,3,21.9,NULL,"88 Bennett Strip
Potterview, VIC, 9993"," VIC, 9993",4,9993,AUS
43,WALLE,8,5/2/1996,7/28/1996,6/8/1996,3,20.8,NULL,"Level 6
 24 Jose Little
Lindachester, NT, 2519"," NT, 2519",1,2519,AUS
44,WALLE,4,5/3/1996,7/1/1996,5/5/1996,3,29.4,NULL,"154 Anderson Villas
Wilkinsville, TAS, 0996"," TAS, 0996",2,996,AUS
45,WILSO,1,5/4/1996,7/10/1996,5/29/1996,3,9.5,NULL,"97 /
 87 Jason Gates
New Meaganchester, TAS, 2005"," TAS, 2005",4,2005,AUS
46,KRUEG,2,5/4/1996,6/10/1996,5/7/1996,1,41.9,NULL,"Unit 62
 33 Michael Dell
Kevinview, TAS, 4175"," TAS, 4175",2,4175,AUS
47,AGUIL,2,5/5/1996,5/29/1996,5/10/1996,1,38.9,NULL,"Unit 62
 33 Michael Dell
Kevinview, TAS, 4175"," TAS, 4175",4,4175,AUS
48,ANDRA,3,5/6/1996,7/24/1996,7/9/1996,1,41.5,NULL,"8 /
 917 Travis Hill
Walkerstad, WA, 0249"," WA, 0249",3,249,AUS
49,HARPE,8,5/8/1996,5/18/1996,5/8/1996,2,10.8,NULL,"1 /
 42 Jones Walk
North Michael, TAS, 2246"," TAS, 2246",2,2246,AUS
50,KRUEG,8,5/8/1996,5/30/1996,5/8/1996,3,19.5,NULL,"5 /
 520 Samantha Foreshore
New Craigville, VIC, 4600"," VIC, 4600",1,4600,AUS
51,BELL ,4,5/8/1996,6/16/1996,5/15/1996,3,30,NULL,"Level 5
 66 Martin Towers
Lake Amandastad, NSW, 2674"," NSW, 2674",4,2674,AUS
52,AGUIL,6,5/9/1996,7/3/1996,6/2/1996,3,43.3,NULL,"390 John Plaza
Hendersonburgh, WA, 8621"," WA, 8621",2,8621,AUS
53,ALVAR,7,5/12/1996,6/7/1996,5/15/1996,1,13.5,NULL,"Flat 33
 82 Courtney Park
Port Alvinfurt, VIC, 2187"," VIC, 2187",3,2187,AUS
54,WALLE,8,5/13/1996,6/14/1996,5/28/1996,3,21.2,NULL,"7 Harry Distributor
Mcdonaldmouth, SA, 2365"," SA, 2365",1,2365,AUS
55,JACKS,8,5/14/1996,6/1/1996,5/19/1996,1,21.1,NULL,"Level 6
 994 Emma Place
Annside, ACT, 2603"," ACT, 2603",3,2603,AUS
56,WEBER,4,5/15/1996,8/20/1996,7/14/1996,3,6.8,NULL,"Apt. 184
 8 Hawkins Underpass
Lake Austinborough, WA, 0866"," WA, 0866",3,866,AUS
57,MARTI,8,5/16/1996,6/22/1996,6/7/1996,3,38.2,NULL,"7 Hernandez Trunkway
Maryburgh, NT, 2684"," NT, 2684",1,2684,AUS
58,GORDO,2,5/16/1996,8/8/1996,6/22/1996,2,24.5,NULL,"Apt. 959
 2 Robin Terrace
Loweryshire, TAS, 2920"," TAS, 2920",2,2920,AUS
59,COHEN,7,5/17/1996,6/25/1996,6/11/1996,1,47.9,NULL,"050 Jessica Trail
South Melody, SA, 2646"," SA, 2646",1,2646,AUS
60,RIVAS,2,5/19/1996,6/22/1996,6/9/1996,3,4.8,NULL,"0 Katie Junction
Hinesmouth, VIC, 2958"," VIC, 2958",1,2958,AUS
61,RAMIR,9,5/20/1996,8/21/1996,7/4/1996,3,48.7,NULL,"3 David Brace
East Dustin, TAS, 2622"," TAS, 2622",4,2622,AUS
62,HOWAR,1,5/21/1996,6/4/1996,5/24/1996,2,23.4,NULL,"Flat 87
 553 Chen Footway
Lake Jamieland, TAS, 2994"," TAS, 2994",4,2994,AUS
63,KAUFM,9,5/22/1996,7/28/1996,5/31/1996,2,24.6,NULL,"154 Anderson Villas
Wilkinsville, TAS, 0996"," TAS, 0996",3,996,AUS
64,MUNOZ,6,5/23/1996,6/27/1996,6/16/1996,3,42.1,NULL,"89 Michaela Tarn
Port Susanport, TAS, 2615"," TAS, 2615",1,2615,AUS
65,WEBER,9,5/23/1996,8/10/1996,6/30/1996,2,26.4,NULL,"0 Stephen Heights
Petersonbury, NT, 1470"," NT, 1470",1,1470,AUS
66,MARTI,6,5/24/1996,7/29/1996,7/10/1996,1,46.7,NULL,"Unit 35
 04 Miller Corner
Lake Cassie, NT, 2979"," NT, 2979",4,2979,AUS
67,MIRAN,9,5/25/1996,7/28/1996,6/12/1996,3,48.3,NULL,"1 /
 42 Jones Walk
North Michael, TAS, 2246"," TAS, 2246",1,2246,AUS
68,SMITH,6,5/25/1996,8/9/1996,6/12/1996,2,28.5,NULL,"Suite 763
 1 Lauren Slope
Stephaniemouth, VIC, 2614"," VIC, 2614",3,2614,AUS
69,ALLEN,5,5/26/1996,8/6/1996,6/18/1996,2,25.9,NULL,"63 /
 32 Jenkins Walkway
Elijahmouth, WA, 2911"," WA, 2911",3,2911,AUS
70,HENDE,9,5/26/1996,6/28/1996,5/29/1996,1,35.9,NULL,"Unit 25
 03 Gregory Run
North Kristinfurt, NSW, 2622"," NSW, 2622",4,2622,AUS
71,VAZQU,8,5/27/1996,6/17/1996,6/2/1996,3,32.6,NULL,"7 /
 06 Mary Trailer
Lake Laura, WA, 2627"," WA, 2627",3,2627,AUS
72,"BELL,",3,5/27/1996,6/19/1996,6/4/1996,3,29.5,NULL,"97 /
 87 Jason Gates
New Meaganchester, TAS, 2005"," TAS, 2005",3,2005,AUS
73,RAMIR,8,5/28/1996,7/20/1996,6/26/1996,2,32.5,NULL,"84 Hansen Follow
New Allison, SA, 2920"," SA, 2920",4,2920,AUS
74,RIVER,1,5/28/1996,7/14/1996,6/11/1996,3,21.2,NULL,"Flat 72
 3 Scott Glade
New Mark, NSW, 0948"," NSW, 0948",2,948,AUS
75,AGUIL,4,5/28/1996,9/5/1996,8/14/1996,2,11.5,NULL,"Flat 44
 37 Morales Boulevard
West Eric, QLD, 2619"," QLD, 2619",1,2619,AUS
76,MOORE,3,5/29/1996,9/3/1996,7/6/1996,1,42.6,NULL,"6 /
 7 Michael Glen
West Jasmine, NSW, 2619"," NSW, 2619",3,2619,AUS
77,THOMP,9,5/30/1996,6/26/1996,6/1/1996,3,37.2,NULL,"363 Morris Boulevard
Allenbury, QLD, 2019"," QLD, 2019",3,2019,AUS
78,GORDO,2,6/1/1996,8/16/1996,7/10/1996,3,19.3,NULL,"Level 6
 994 Emma Place
Annside, ACT, 2603"," ACT, 2603",4,2603,AUS
79,RANDA,9,6/1/1996,7/10/1996,6/29/1996,3,17.5,NULL,"33 Collins Alleyway
South Vincenttown, QLD, 2450"," QLD, 2450",3,2450,AUS
80,JONES,4,6/3/1996,8/20/1996,7/16/1996,1,6.3,NULL,"130 Thomas Cutting
North Marvin, SA, 2101"," SA, 2101",1,2101,AUS
81,JONES,6,6/4/1996,6/18/1996,6/4/1996,1,39.4,NULL,"Unit 25
 03 Gregory Run
North Kristinfurt, NSW, 2622"," NSW, 2622",3,2622,AUS
82,RIVER,6,6/7/1996,6/22/1996,6/8/1996,1,18.9,NULL,"Level 9
 8 Bailey Lane
East Colleen, NSW, 6388"," NSW, 6388",1,6388,AUS
83,LOWER,5,6/8/1996,6/22/1996,6/12/1996,2,28,NULL,"251 Sanchez Expressway
South Mariahmouth, WA, 2600"," WA, 2600",4,2600,AUS
84,MARTI,9,6/9/1996,7/19/1996,6/26/1996,3,36.9,NULL,"0 /
 07 Castillo Ramble
Haleyshire, VIC, 0223"," VIC, 0223",3,223,AUS
85,TURNE,7,6/10/1996,8/15/1996,7/10/1996,3,30.2,NULL,"Unit 61
 4 Edward Brace
West Michelle, ACT, 2920"," ACT, 2920",2,2920,AUS
86,WALLE,7,6/11/1996,8/26/1996,8/12/1996,2,34.3,NULL,"219 Adams Alleyway
St. Stephenton, NSW, 2648"," NSW, 2648",1,2648,AUS
87,HOWAR,3,6/12/1996,8/18/1996,7/1/1996,2,45.6,NULL,"Unit 86
 854 Kenneth Brae
South Amanda, VIC, 2711"," VIC, 2711",1,2711,AUS
88,WRIGH,5,6/14/1996,8/13/1996,7/9/1996,3,36.5,NULL,"4 /
 9 Kimberly Pocket
Port Kaylaborough, TAS, 2920"," TAS, 2920",3,2920,AUS
89,VAZQU,2,6/14/1996,7/17/1996,6/20/1996,2,48.8,NULL,"Level 9
 8 Bailey Lane
East Colleen, NSW, 6388"," NSW, 6388",3,6388,AUS
90,WATSO,1,6/15/1996,9/14/1996,7/9/1996,1,40.1,NULL,"Flat 87
 553 Chen Footway
Lake Jamieland, TAS, 2994"," TAS, 2994",3,2994,AUS
91,MORRI,7,6/16/1996,8/31/1996,7/16/1996,2,15.3,NULL,"63 /
 32 Jenkins Walkway
Elijahmouth, WA, 2911"," WA, 2911",1,2911,AUS
92,DAVIS,2,6/18/1996,9/21/1996,8/25/1996,3,6.2,NULL,"471 /
 80 Leslie Copse
Delgadoshire, TAS, 2217"," TAS, 2217",1,2217,AUS
93,KAUFM,3,6/18/1996,8/24/1996,6/21/1996,1,16,NULL,"Suite 763
 1 Lauren Slope
Stephaniemouth, VIC, 2614"," VIC, 2614",1,2614,AUS
94,JOHNS,6,6/18/1996,9/21/1996,8/25/1996,2,36.3,NULL,"44 /
 534 Benjamin Close
Pamelaville, SA, 2955"," SA, 2955",2,2955,AUS
95,JENKI,8,6/20/1996,7/13/1996,6/28/1996,3,6.6,NULL,"541 /
 7 Campbell Common
Port Monicabury, TAS, 2995"," TAS, 2995",3,2995,AUS
96,ALLEN,8,6/21/1996,9/3/1996,8/2/1996,2,46.2,NULL,"0 English Round
New Williammouth, VIC, 2942"," VIC, 2942",4,2942,AUS
97,ADAMS,4,6/21/1996,7/21/1996,7/2/1996,3,45.3,NULL,"06 Thomas Estate
South Leahfort, WA, 2580"," WA, 2580",3,2580,AUS
98,WALLA,2,6/22/1996,8/8/1996,7/17/1996,2,15.4,NULL,"7 Harry Distributor
Mcdonaldmouth, SA, 2365"," SA, 2365",1,2365,AUS
99,BRIGG,7,6/22/1996,7/24/1996,6/28/1996,3,23.5,NULL,"Flat 72
 3 Scott Glade
New Mark, NSW, 0948"," NSW, 0948",4,948,AUS
100,WRIGH,9,6/22/1996,7/4/1996,6/22/1996,3,44,NULL,"Apt. 959
 2 Robin Terrace
Loweryshire, TAS, 2920"," TAS, 2920",2,2920,AUS
101,VARGA,4,6/22/1996,8/15/1996,7/18/1996,3,9.6,NULL,"10 /
 11 Johnson Distributor
Schmidtbury, TAS, 2541"," TAS, 2541",3,2541,AUS
102,DAVIS,6,6/23/1996,9/10/1996,7/31/1996,2,7.9,NULL,"Flat 72
 3 Scott Glade
New Mark, NSW, 0948"," NSW, 0948",2,948,AUS
103,DAVID,2,6/23/1996,7/15/1996,6/29/1996,1,15.9,NULL,"89 Michaela Tarn
Port Susanport, TAS, 2615"," TAS, 2615",3,2615,AUS
104,JENKI,8,6/24/1996,8/29/1996,7/17/1996,3,48.9,NULL,"8 /
 8 Williams Mount
South Heidiport, ACT, 9541"," ACT, 9541",2,9541,AUS
105,DORSE,5,6/25/1996,8/20/1996,7/11/1996,3,26.4,NULL,"0 English Round
New Williammouth, VIC, 2942"," VIC, 2942",4,2942,AUS
106,MORRI,7,6/25/1996,9/14/1996,7/11/1996,1,41.3,NULL,"154 Anderson Villas
Wilkinsville, TAS, 0996"," TAS, 0996",3,996,AUS
107,GRIME,5,6/25/1996,7/25/1996,7/11/1996,2,1.1,NULL,"Apt. 184
 8 Hawkins Underpass
Lake Austinborough, WA, 0866"," WA, 0866",1,866,AUS
108,WILSO,3,6/26/1996,9/3/1996,8/19/1996,2,40,NULL,"892 Ryan Part
Erikbury, QLD, 5822"," QLD, 5822",3,5822,AUS
109,JOHNS,2,6/26/1996,8/24/1996,7/5/1996,3,27.3,NULL,"0 /
 07 Castillo Ramble
Haleyshire, VIC, 0223"," VIC, 0223",4,223,AUS
110,ORTIZ,5,6/27/1996,7/9/1996,6/27/1996,3,49.7,NULL,"12 West Approach
Port Timothy, NT, 3204"," NT, 3204",3,3204,AUS
111,CHAVE,6,6/28/1996,9/8/1996,7/13/1996,3,10.2,NULL,"12 West Approach
Port Timothy, NT, 3204"," NT, 3204",2,3204,AUS
112,BUCKL,8,6/29/1996,7/10/1996,6/30/1996,2,42.6,NULL,"8 /
 8 Williams Mount
South Heidiport, ACT, 9541"," ACT, 9541",4,9541,AUS
113,CHAVE,6,6/30/1996,8/15/1996,7/3/1996,2,17.3,NULL,"Unit 73
 517 Montgomery Route
Rogersburgh, ACT, 2962"," ACT, 2962",4,2962,AUS
114,JENKI,2,7/1/1996,9/2/1996,7/27/1996,3,44,NULL,"Level 6
 994 Emma Place
Annside, ACT, 2603"," ACT, 2603",4,2603,AUS
115,WILLI,7,7/4/1996,7/27/1996,7/17/1996,2,11.7,NULL,"7 /
 06 Mary Trailer
Lake Laura, WA, 2627"," WA, 2627",3,2627,AUS
116,MORRI,3,7/4/1996,8/31/1996,7/12/1996,2,3.8,NULL,"Level 8
 2 Buck Ramp
Port Curtisshire, NT, 2966"," NT, 2966",3,2966,AUS
117,RIVER,2,7/5/1996,9/4/1996,8/2/1996,3,17.8,NULL,"9 Park Front
Thomasbury, NT, 0234"," NT, 0234",1,234,AUS
118,MORRI,5,7/6/1996,9/10/1996,8/23/1996,3,13.3,NULL,"391 /
 28 Sara Link
Port Carloston, ACT, 1587"," ACT, 1587",3,1587,AUS
119,MOORE,4,7/9/1996,8/25/1996,7/9/1996,1,45.2,NULL,"Unit 62
 49 Eugene Dip
New Robert, ACT, 2517"," ACT, 2517",4,2517,AUS
120,SCHMI,6,7/9/1996,7/20/1996,7/10/1996,3,46.6,NULL,"Unit 58
 7 Berg Dell
St. Jenny, TAS, 2666"," TAS, 2666",1,2666,AUS
121,BALL ,3,7/10/1996,7/27/1996,7/12/1996,2,34.4,NULL,"35 Long Alley
Stacymouth, VIC, 2956"," VIC, 2956",1,2956,AUS
122,HOLT-,9,7/10/1996,10/16/1996,9/26/1996,2,4.6,NULL,"Unit 61
 4 Edward Brace
West Michelle, ACT, 2920"," ACT, 2920",4,2920,AUS
123,HARPE,6,7/11/1996,8/1/1996,7/18/1996,2,1.8,NULL,"31 Davis Route
Blackton, NSW, 2625"," NSW, 2625",2,2625,AUS
124,SMITH,1,7/14/1996,9/24/1996,7/29/1996,1,37.2,NULL,"Suite 989
 703 Potter Entrance
St. Rhonda, NSW, 2634"," NSW, 2634",4,2634,AUS
125,CHAPM,7,7/14/1996,7/26/1996,7/16/1996,1,35.4,NULL,"6 /
 7 Michael Glen
West Jasmine, NSW, 2619"," NSW, 2619",1,2619,AUS
126,SCHMI,6,7/14/1996,9/30/1996,9/19/1996,1,6.3,NULL,"63 /
 32 Jenkins Walkway
Elijahmouth, WA, 2911"," WA, 2911",2,2911,AUS
127,BECK-,9,7/15/1996,9/27/1996,7/30/1996,3,7.5,NULL,"Flat 22
 46 Farley Intersection
East Juliaburgh, SA, 8554"," SA, 8554",2,8554,AUS
128,WATSO,6,7/16/1996,10/4/1996,9/5/1996,2,26,NULL,"8 /
 917 Travis Hill
Walkerstad, WA, 0249"," WA, 0249",4,249,AUS
129,SMITH,6,7/17/1996,9/24/1996,9/2/1996,2,5.3,NULL,"8 Meghan Ridge
West Johnburgh, NSW, 6743"," NSW, 6743",2,6743,AUS
130,HOWAR,4,7/17/1996,8/13/1996,7/27/1996,3,16.3,NULL,"541 /
 7 Campbell Common
Port Monicabury, TAS, 2995"," TAS, 2995",2,2995,AUS
131,SEXTO,1,7/17/1996,9/25/1996,8/7/1996,2,32.4,NULL,"Unit 73
 517 Montgomery Route
Rogersburgh, ACT, 2962"," ACT, 2962",1,2962,AUS
132,FREEM,6,7/19/1996,10/25/1996,7/30/1996,3,46.3,NULL,"2 /
 8 Bullock Common
Jessicaside, VIC, 2637"," VIC, 2637",2,2637,AUS
133,BARNE,1,7/20/1996,10/4/1996,8/8/1996,3,47.6,NULL,"019 Perez Run
New Ronaldshire, WA, 6671"," WA, 6671",3,6671,AUS
134,HOLME,4,7/20/1996,10/23/1996,7/21/1996,3,31.5,NULL,"Suite 431
 00 Charlotte End
Longmouth, ACT, 7943"," ACT, 7943",1,7943,AUS
135,MARTI,2,7/21/1996,9/19/1996,8/15/1996,3,24.6,NULL,"Apt. 959
 2 Robin Terrace
Loweryshire, TAS, 2920"," TAS, 2920",2,2920,AUS
136,GONZA,3,7/21/1996,7/31/1996,7/21/1996,1,11.4,NULL,"341 /
 261 Joseph Alley
West Amy, QLD, 6639"," QLD, 6639",2,6639,AUS
137,GORDO,7,7/21/1996,9/4/1996,7/25/1996,3,2.2,NULL,"7 /
 06 Mary Trailer
Lake Laura, WA, 2627"," WA, 2627",1,2627,AUS
138,GREEN,5,7/22/1996,8/2/1996,7/22/1996,3,24.1,NULL,"Level 6
 994 Emma Place
Annside, ACT, 2603"," ACT, 2603",1,2603,AUS
139,FORD-,6,7/23/1996,8/16/1996,7/25/1996,1,22.8,NULL,"Level 1
 560 Flynn Ronde
Reesetown, NT, 1444"," NT, 1444",2,1444,AUS
140,WRIGH,7,7/23/1996,9/18/1996,7/28/1996,1,46.2,NULL,"97 /
 87 Jason Gates
New Meaganchester, TAS, 2005"," TAS, 2005",2,2005,AUS
141,GRIME,7,7/23/1996,8/23/1996,8/8/1996,2,48,NULL,"173 Roy Rue
Hodgebury, NT, 9786"," NT, 9786",1,9786,AUS
142,PATTE,2,7/23/1996,10/26/1996,10/1/1996,2,17,NULL,"9 Park Front
Thomasbury, NT, 0234"," NT, 0234",3,234,AUS
143,MYERS,2,7/23/1996,9/26/1996,8/10/1996,3,43.5,NULL,"50 /
 527 Ryan Cruiseway
Brentville, TAS, 2600"," TAS, 2600",4,2600,AUS
144,EVANS,1,7/24/1996,10/9/1996,8/14/1996,1,1.8,NULL,"Apt. 959
 2 Robin Terrace
Loweryshire, TAS, 2920"," TAS, 2920",3,2920,AUS
145,GORDO,7,7/24/1996,10/5/1996,9/16/1996,3,10.1,NULL,"44 Billy Way
North Jessicaburgh, VIC, 2236"," VIC, 2236",1,2236,AUS
146,BUCKL,3,7/25/1996,9/17/1996,8/4/1996,1,19.6,NULL,"Unit 25
 03 Gregory Run
North Kristinfurt, NSW, 2622"," NSW, 2622",2,2622,AUS
147,GORDO,3,7/26/1996,10/3/1996,8/4/1996,3,44.1,NULL,"341 /
 261 Joseph Alley
West Amy, QLD, 6639"," QLD, 6639",1,6639,AUS
148,KELLY,9,7/29/1996,10/23/1996,9/9/1996,1,33.7,NULL,"Level 1
 560 Flynn Ronde
Reesetown, NT, 1444"," NT, 1444",3,1444,AUS
149,REESE,8,7/30/1996,9/4/1996,8/21/1996,1,37.1,NULL,"Apt. 527
 71 King Mew
West Melissa, NT, 2977"," NT, 2977",1,2977,AUS
150,ADAMS,8,7/30/1996,8/21/1996,8/5/1996,1,30.8,NULL,"471 /
 80 Leslie Copse
Delgadoshire, TAS, 2217"," TAS, 2217",2,2217,AUS
151,FREEM,7,8/1/1996,9/28/1996,8/6/1996,1,11.7,NULL,"892 Ryan Part
Erikbury, QLD, 5822"," QLD, 5822",3,5822,AUS
152,"BELL,",9,8/1/1996,10/17/1996,9/11/1996,2,2.3,NULL,"06 Thomas Estate
South Leahfort, WA, 2580"," WA, 2580",4,2580,AUS
153,JACKS,8,8/2/1996,8/27/1996,8/15/1996,2,29,NULL,"528 Devin Colonnade
West Samantha, VIC, 2937"," VIC, 2937",4,2937,AUS
154,FORD-,9,8/3/1996,9/8/1996,8/19/1996,2,40.6,NULL,"7 /
 2 Ross Grove
Port Gerald, NSW, 2933"," NSW, 2933",4,2933,AUS
155,VAZQU,2,8/3/1996,9/28/1996,8/8/1996,3,40.2,NULL,"363 Morris Boulevard
Allenbury, QLD, 2019"," QLD, 2019",1,2019,AUS
156,SMITH,7,8/6/1996,9/15/1996,8/27/1996,2,6.9,NULL,"90 Horton Loop
Port John, NT, 2958"," NT, 2958",2,2958,AUS
157,MUNOZ,3,8/7/1996,9/25/1996,8/28/1996,1,39.1,NULL,"8 Camacho Amble
Ortizshire, QLD, 2362"," QLD, 2362",3,2362,AUS
158,AGUIL,1,8/8/1996,11/10/1996,9/2/1996,3,33.1,NULL,"Unit 62
 49 Eugene Dip
New Robert, ACT, 2517"," ACT, 2517",4,2517,AUS
