orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
5615,HUNTE,3,3/20/1997,5/26/1997,4/6/1997,3,79.1,Wellington Importadora,"C. de Luz Ponce 25
Huelva, 31893","Huelva, 31893",NULL,31894,Spain
5616,ARAUJ,2,7/31/1997,10/8/1997,8/1/1997,1,123.3,Morgenstern Gesundkost,"651 Laura square
Ashleymouth
B7B 2AG",B7B 2AG,NULL,B7B 2AG,GB
5617,LöFF,9,5/28/1996,7/11/1996,6/9/1996,3,80.6,Island Trading,"Contrada Trussardi 53 Piano 5
Federico umbro, 25423 Sondrio (LI)","Federico umbro, 25423 Sondrio (LI)",NULL,25423,Italy
5618,PANIC,6,3/19/1997,4/26/1997,3/24/1997,3,11.1,Mère Paillarde,"Flat 60
Hunter burg
East Shannon
M6C 2RW",East Shannon,NULL,M6C 2RW,GB
5619,SARAB,6,7/1/1997,7/13/1997,7/3/1997,2,130.2,Bon app',"Plaza Luís Figueroa 60 Apt. 35 
Soria, 97896","Soria, 97896",NULL,97897,Spain
5620,CARUS,8,4/5/1997,5/21/1997,4/6/1997,2,100.4,Bon app',"Jeannette-Weller-Platz 829
93330 Bruchsal",93330 Bruchsal,NULL,93330,Germany
5621,STEIN,5,7/29/1997,9/24/1997,8/20/1997,1,82.1,Frankenversand,"Borgo Petralli 18 Piano 6
Sesto Luisa, 87875 Verona (CN)","Sesto Luisa, 87875 Verona (CN)",NULL,87875,Italy
5622,EDWAR,4,8/18/1996,11/22/1996,10/1/1996,1,79.7,Que Delícia,"Pasadizo Alejandro Gallego 24
Valencia, 72183","Valencia, 72183",NULL,72184,Spain
5623,AKHTA,5,2/4/1997,5/2/1997,3/14/1997,2,134.9,Magazzini Alimentari Riuniti,"Pasadizo de Remedios Franch 60 Puerta 0 
Valencia, 28026","Valencia, 28026",NULL,28027,Spain
5624,CAMPB,4,8/2/1996,8/12/1996,8/2/1996,3,19.8,Frankenversand,"2799 Karen Harbors
East Sarah, NM 12461","East Sarah, NM 12461",NULL,12461,US
5625,PIRAN,6,4/30/1997,5/20/1997,5/10/1997,1,104.1,Toms Spezialitäten,"Acceso Jaime Arco 43 Apt. 92 
Granada, 90423","Granada, 90423",NULL,90424,Spain
5626,HOLZA,9,6/25/1996,9/22/1996,7/1/1996,2,11,Bon app',"1860 Jennifer Brooks
South Heathershire, KY 97963","South Heathershire, KY 97963",NULL,97963,US
5627,CARST,7,2/24/1997,5/6/1997,4/16/1997,1,108.1,Folk och fä HB,"Ute-Seifert-Straße 8
61784 Griesbach Rottal",61784 Griesbach Rottal,NULL,61784,Germany
5628,AMAT-,7,10/20/1997,11/24/1997,11/7/1997,2,149.4,Folk och fä HB,"Studio 83
Thomas passage
Callumstad
HU94 1UF",Callumstad,NULL,HU94 1UF,GB
5629,FLYNN,5,4/1/1998,5/15/1998,5/4/1998,2,83,Toms Spezialitäten,"08469 Cindy Circle
Gonzalestown, VA 09938","Gonzalestown, VA 09938",NULL,9938,US
5630,AUSTI,2,7/3/1996,9/15/1996,7/17/1996,2,29.1,Romero y tomillo,"8 Albert road
West Victor
G2 5NR",G2 5NR,NULL,G2 5NR,GB
5631,CARUS,4,4/26/1997,5/20/1997,5/2/1997,3,106.1,Hanari Carnes,"87 Declan pike
Adamsmouth
G28 5DZ",G28 5DZ,NULL,G28 5DZ,GB
5632,AUSTI,5,10/14/1996,11/3/1996,10/14/1996,3,55.3,Romero y tomillo,"483 Katherine turnpike
North Julie
NN9 8DJ",NN9 8DJ,NULL,NN9 8DJ,GB
5633,SPEER,8,9/17/1997,10/28/1997,9/23/1997,2,101.6,Lonesome Pine Restaurant,"Strada Scarfoglio 4
Ludovica calabro, 34006 Vercelli (PG)","Ludovica calabro, 34006 Vercelli (PG)",NULL,34006,Italy
5634,KNOWL,8,4/29/1998,7/1/1998,5/23/1998,1,109.6,Furia Bacalhau e Frutos do Mar,"1 Charlene mount
Birdside
IG0 9AZ",IG0 9AZ,NULL,IG0 9AZ,GB
5635,DOBSO,8,2/20/1998,4/22/1998,3/17/1998,2,70.4,Hanari Carnes,"Calle de Aitor Tapia 48 Apt. 50 
Almería, 82771","Almería, 82771",NULL,82772,Spain
5636,HOLZA,1,11/14/1996,1/5/1997,12/14/1996,1,61.8,Ricardo Adocicados,"Incrocio Tuzzolino 2
Sesto Donna ligure, 97393 Pavia (MC)","Sesto Donna ligure, 97393 Pavia (MC)",NULL,97393,Italy
5637,LETTA,2,9/8/1997,12/9/1997,11/28/1997,2,65.5,Hungry Owl All-Night Grocers,"987 Sandra unions
Leehaven
WN1V 4AH",WN1V 4AH,NULL,WN1V 4AH,GB
5638,SCHIN,4,2/12/1998,4/24/1998,4/14/1998,2,85.3,Old World Delicatessen,"Alameda de Adrián Vilar 70 Piso 4 
Ceuta, 65844","Ceuta, 65844",NULL,65845,Spain
5639,DAVIS,3,5/5/1996,8/2/1996,7/18/1996,1,146.7,Berglunds snabbköp,"Köhlerstraße 198
67204 Schwarzenberg",67204 Schwarzenberg,NULL,67204,Germany
5640,JONES,4,9/6/1997,10/5/1997,9/10/1997,1,109.8,Lehmanns Marktstand,"Killergasse 179
13964 Paderborn",13964 Paderborn,NULL,13964,Germany
5641,CLARK,8,9/20/1996,10/13/1996,9/27/1996,3,73,Hanari Carnes,"23 Katherine views
Katiehaven
IP5P 2LG",IP5P 2LG,NULL,IP5P 2LG,GB
5642,HäRI,4,5/27/1997,8/14/1997,7/7/1997,2,130.8,Rattlesnake Canyon Grocery,"Mühlegasse 3
86814 Gadebusch",86814 Gadebusch,NULL,86814,Germany
5643,THOMA,8,10/9/1996,11/11/1996,10/19/1996,1,138,LILA-Supermercado,"8645 Bell Throughway Apt. 377
West Kristenburgh, RI 68178","West Kristenburgh, RI 68178",NULL,68178,US
5644,WALSH,2,7/20/1996,9/15/1996,7/28/1996,2,25.5,Toms Spezialitäten,"Täschegasse 127
24846 Tübingen",24846 Tübingen,NULL,24846,Germany
5645,GOMIL,3,9/8/1997,9/18/1997,9/8/1997,3,110,Princesa Isabel Vinhos,"Ronda Jose Múgica 2 Puerta 1 
Zamora, 80887","Zamora, 80887",NULL,80888,Spain
5646,RICHA,7,7/7/1996,8/21/1996,7/13/1996,1,124.2,Romero y tomillo,"292 Smith parkways
Port Thomasstad
B3 8EG",B3 8EG,NULL,B3 8EG,GB
5647,KELLY,4,4/23/1998,6/19/1998,6/4/1998,2,142.7,Romero y tomillo,"329 Anne Forge
South Michaelmouth, TX 35234","South Michaelmouth, TX 35234",NULL,35234,US
5648,CANTE,2,9/30/1996,11/12/1996,10/16/1996,1,137.1,Reggiani Caseifici,"Hansjörg-Fischer-Platz 505
54416 Northeim",54416 Northeim,NULL,54416,Germany
5649,MEZA ,3,10/30/1997,11/13/1997,10/30/1997,2,139.6,LILA-Supermercado,"Studio 1
Andrea walk
Kingburgh
S5E 5YP",Kingburgh,NULL,S5E 5YP,GB
5650,EDWAR,9,4/24/1997,6/30/1997,5/4/1997,1,56,QUICK-Stop,"613 Butler Prairie
Lake Erin, OH 10075","Lake Erin, OH 10075",NULL,10075,US
5651,CERD�,2,2/12/1998,4/17/1998,4/3/1998,1,39.6,Hungry Owl All-Night Grocers,"681 Tran Expressway
Lake Katelyn, TX 91922","Lake Katelyn, TX 91922",NULL,91922,US
5652,BARES,1,8/2/1997,9/18/1997,8/24/1997,3,68.5,Ana Trujillo Emparedados y helados,"Flat 42
Jake junction
South Valerieside
RH82 4YT",South Valerieside,NULL,RH82 4YT,GB
5653,GIBSO,9,4/28/1997,7/16/1997,5/26/1997,2,146.4,Berglunds snabbköp,"Holtstr. 1
22206 Bad Kreuznach",22206 Bad Kreuznach,NULL,22206,Germany
5654,GABBA,7,8/8/1997,10/18/1997,8/26/1997,3,105,Split Rail Beer & Ale,"Susana-Spieß-Ring 6/1
70513 Dresden",70513 Dresden,NULL,70513,Germany
5655,ANTON,5,9/7/1997,10/24/1997,9/27/1997,2,81.7,Mère Paillarde,"Krausestraße 2
63089 Gardelegen",63089 Gardelegen,NULL,63089,Germany
5656,ARIñ,9,3/31/1998,5/18/1998,4/9/1998,3,122.2,Hungry Owl All-Night Grocers,"C. Ángel Muñoz 409
Córdoba, 86689","Córdoba, 86689",NULL,86689,Spain
5657,WIELO,6,6/27/1996,10/4/1996,9/17/1996,1,92.4,Wartian Herkku,"Borgo Raimondo 748
Broschi ligure, 69324 Carbonia-Iglesias (BL)","Broschi ligure, 69324 Carbonia-Iglesias (BL)",NULL,69324,Italy
5658,REY-T,3,9/13/1996,11/25/1996,9/30/1996,1,4,Königlich Essen,"090 Green Crescent
Jacksonberg, TN 43347","Jacksonberg, TN 43347",NULL,43347,US
5659,ARAUJ,2,4/6/1997,5/6/1997,4/9/1997,2,83.8,Centro comercial Moctezuma,"656 Smith haven
South Charles
B60 6NL",B60 6NL,NULL,B60 6NL,GB
5660,SMITH,7,10/15/1996,1/22/1997,1/7/1997,2,112.4,Island Trading,"Borgo Patrizia 87
Adelmo terme, 74753 Siena (RM)","Adelmo terme, 74753 Siena (RM)",NULL,74753,Italy
5661,LOLLO,9,10/5/1997,11/30/1997,11/4/1997,1,90.5,Wellington Importadora,"Vicolo Arsenio 72 Piano 6
Agostino nell'emilia, 64209 Bologna (PV)","Agostino nell'emilia, 64209 Bologna (PV)",NULL,64209,Italy
5662,BARIL,6,2/16/1998,3/15/1998,2/22/1998,2,22.3,Victuailles en stock,"Calle de Rafael Diez 45
Teruel, 96230","Teruel, 96230",NULL,96231,Spain
5663,WHITN,1,12/11/1996,1/17/1997,12/11/1996,1,66.7,Rattlesnake Canyon Grocery,"Camino de Aitor Cuadrado 70 Piso 0 
Burgos, 41894","Burgos, 41894",NULL,86689,Spain
5664,ORTOL,4,12/21/1997,1/26/1998,12/27/1997,1,83.1,Romero y tomillo,"498 Andrew Underpass Suite 163
Aimeeland, MN 24349","Aimeeland, MN 24349",NULL,24349,US
5665,HANDE,8,1/8/1998,3/17/1998,1/16/1998,3,92.1,Lonesome Pine Restaurant,"Glorieta Jose Ávila 153 Apt. 58 
Murcia, 60537","Murcia, 60537",NULL,60538,Spain
5666,WATKI,6,5/14/1997,8/2/1997,5/20/1997,3,37,Rattlesnake Canyon Grocery,"Piazza Parmitano 9
Ruggeri del friuli, 32973 Agrigento (PI)","Ruggeri del friuli, 32973 Agrigento (PI)",NULL,32973,Italy
5667,THOMA,5,11/1/1996,1/31/1997,12/16/1996,1,95,Island Trading,"102 Daniel Greens
Hayesberg, MI 19809","Hayesberg, MI 19809",NULL,19809,US
5668,DAVID,1,9/14/1997,10/27/1997,9/23/1997,1,129.9,QUICK-Stop,"95672 Mary Spurs
Yorktown, IA 53945","Yorktown, IA 53945",NULL,53945,US
5669,KARZ ,5,12/19/1996,2/1/1997,12/29/1996,1,105.2,Königlich Essen,"Canale Cafarchia 851
Bazzi ligure, 75183 Belluno (GE)","Bazzi ligure, 75183 Belluno (GE)",NULL,75183,Italy
5670,PEDER,6,2/13/1997,3/30/1997,3/14/1997,1,133.1,Ricardo Adocicados,"Vicolo Salvo 19
Quarto Sebastiano terme, 73855 Caserta (CT)","Quarto Sebastiano terme, 73855 Caserta (CT)",NULL,73855,Italy
5671,LUCAR,1,11/14/1996,11/24/1996,11/14/1996,1,84.1,Bon app',"Borgo Adelmo 7
Emilio ligure, 35572 Enna (SA)","Emilio ligure, 35572 Enna (SA)",NULL,35572,Italy
5672,BARES,7,9/23/1996,12/15/1996,10/6/1996,3,27.6,Ottilies Käseladen,"Piazza Massimo 5
Borgo Alberico ligure, 74230 Enna (FG)","Borgo Alberico ligure, 74230 Enna (FG)",NULL,74230,Italy
5673,MEZA ,5,11/2/1997,12/2/1997,11/10/1997,3,121.3,LILA-Supermercado,"Rotonda Giada 1 Appartamento 51
Micheletti ligure, 11847 Como (CN)","Micheletti ligure, 11847 Como (CN)",NULL,11847,Italy
5674,REY-T,3,11/2/1997,12/20/1997,11/29/1997,1,16.2,Romero y tomillo,"870 Arnold ville
Lake Leeberg
BN8 5GX",BN8 5GX,NULL,BN8 5GX,GB
5675,WHITE,7,1/22/1997,3/24/1997,2/5/1997,2,48.7,Tortuga Restaurante,"Vial Alberto Rovira 84
Sevilla, 25431","Sevilla, 25431",NULL,25432,Spain
5676,LAMAS,6,10/17/1996,12/2/1996,11/22/1996,1,18.3,Princesa Isabel Vinhos,"6654 Philip Lake Suite 770
North Elizabethside, TN 49265","North Elizabethside, TN 49265",NULL,49265,US
5677,BRAGA,3,1/24/1998,3/4/1998,2/19/1998,3,133.5,Split Rail Beer & Ale,"Borgo Nitto 2
Borgo Azeglio del friuli, 61704 Grosseto (TO)","Borgo Azeglio del friuli, 61704 Grosseto (TO)",NULL,61704,Italy
5678,CARUS,8,6/4/1997,9/8/1997,8/21/1997,1,14.4,Toms Spezialitäten,"227 Duncan Skyway
Brittanyborough, MI 49497","Brittanyborough, MI 49497",NULL,49497,US
5679,PEDER,3,4/20/1997,6/28/1997,4/25/1997,3,101.1,Rattlesnake Canyon Grocery,"Contrada Soffici 47 Piano 7
Borgo Paoletta, 27467 Genova (LU)","Borgo Paoletta, 27467 Genova (LU)",NULL,27467,Italy
5680,GABBA,5,9/25/1997,12/28/1997,11/5/1997,1,21.7,Morgenstern Gesundkost,"11215 Benson Neck Suite 277
Gregorymouth, SD 27431","Gregorymouth, SD 27431",NULL,27431,US
5681,BLüM,2,2/21/1998,4/29/1998,2/22/1998,3,10.9,Vins et alcools Chevalier,"Alameda Asunción Vazquez 26 Apt. 04 
Huesca, 19285","Huesca, 19285",NULL,19286,Spain
5682,KREBS,5,9/27/1996,11/26/1996,11/5/1996,1,143.8,Blondel père et fils,"Annaliese-Adler-Weg 77
23220 Mühlhausen",23220 Mühlhausen,NULL,23220,Germany
5683,CAMPB,3,5/26/1997,9/3/1997,6/3/1997,3,38.2,QUICK-Stop,"Unit 9847 Box 7470
DPO AE 53104",DPO AE 53104,NULL,53104,US
5684,ADKIN,9,1/10/1998,2/17/1998,1/20/1998,3,43.6,Frankenversand,"Heinz-Peter-Otto-Gasse 7
73746 Sömmerda",73746 Sömmerda,NULL,73746,Germany
5685,THOMA,3,11/18/1996,2/25/1997,12/8/1996,1,90.5,Save-a-lot Markets,"Manfred-Fechner-Straße 39
51444 Siegen",51444 Siegen,NULL,51444,Germany
5686,JäKE,2,4/19/1997,7/17/1997,6/1/1997,2,100.9,Romero y tomillo,"Goran-Werner-Ring 0
50446 Schmölln",50446 Schmölln,NULL,50446,Germany
5687,KREBS,9,9/15/1997,11/3/1997,9/27/1997,1,53.5,Lehmanns Marktstand,"PSC 8918, Box 5022
APO AE 32641",APO AE 32641,NULL,32641,US
5688,CRANE,2,9/27/1996,12/21/1996,12/5/1996,2,136.7,White Clover Markets,"Studio 84
Smith skyway
Joshshire
L62 6TH",Joshshire,NULL,L62 6TH,GB
5689,GIBSO,6,5/12/1996,6/29/1996,5/19/1996,2,120.7,LILA-Supermercado,"Viale Dulbecco 353 Piano 8
Settimo Guglielmo, 08237 Verbano-Cusio-Ossola (CB)","Settimo Guglielmo, 08237 Verbano-Cusio-Ossola (CB)",NULL,8237,Italy
5690,CERD�,4,4/23/1998,6/19/1998,5/10/1998,2,51.1,Königlich Essen,"Heserstr. 37
49761 Gelnhausen",49761 Gelnhausen,NULL,49761,Germany
5691,HäRI,5,4/9/1998,5/13/1998,4/25/1998,2,4.5,Wartian Herkku,"Avenida Jaime Morata 59
Huelva, 20413","Huelva, 20413",NULL,20414,Spain
5692,WHITN,8,2/18/1997,4/3/1997,3/9/1997,1,35.9,Rattlesnake Canyon Grocery,"007 Michelle Branch
New George, CO 74919","New George, CO 74919",NULL,74919,US
5693,ARAUJ,8,1/28/1998,3/4/1998,2/21/1998,2,88.9,Island Trading,"Pölitzplatz 1/0
37413 Nauen",37413 Nauen,NULL,37413,Germany
5694,JIMEN,7,12/7/1997,2/7/1998,12/29/1997,3,121.8,Richter Supermarkt,"Flat 83
Gemma ford
South Raymondberg
PR0M 6EP",South Raymondberg,NULL,PR0M 6EP,GB
5695,KELLY,8,6/9/1996,7/24/1996,6/29/1996,2,75.6,HILARION-Abastos,"836 Christopher Freeway Suite 130
North Loriport, WV 41342","North Loriport, WV 41342",NULL,41342,US
5696,DAVID,8,1/29/1998,2/11/1998,1/29/1998,3,17.7,GROSELLA-Restaurante,"Flat 6
Burke run
Port Josephine
SY6E 4ND",Port Josephine,NULL,SY6E 4ND,GB
5697,BORRE,4,6/3/1996,8/23/1996,8/8/1996,1,33.5,QUICK-Stop,"5666 Ellison Court Suite 067
North Angel, CA 65756","North Angel, CA 65756",NULL,65756,US
5698,ARIñ,4,11/24/1996,1/27/1997,12/20/1996,2,96.2,B's Beverages,"Edeltraut-Beier-Allee 9/9
28064 Groß-Gerau",28064 Groß-Gerau,NULL,28064,Germany
5699,"NASH,",9,10/1/1997,1/3/1998,10/6/1997,1,111.7,Victuailles en stock,"Flat 97B
Emma locks
New Kathryn
B48 1SZ",New Kathryn,NULL,B48 1SZ,GB
5700,AMAT-,8,10/3/1997,1/3/1998,11/6/1997,3,72.4,Berglunds snabbköp,"6524 Farley Lights Apt. 097
Carlosland, MT 86692","Carlosland, MT 86692",NULL,86692,US
5701,HäRI,2,3/24/1998,6/28/1998,4/9/1998,1,36.6,Frankenversand,"547 Ashley dam
New Bradley
DN2 2JG",DN2 2JG,NULL,DN2 2JG,GB
5702,WHITE,5,5/4/1998,6/26/1998,6/8/1998,2,13.5,Simons bistro,"Alameda Nerea Macías 320 Piso 6 
Toledo, 44552","Toledo, 44552",NULL,44553,Spain
5703,ELLIS,5,5/8/1997,6/21/1997,5/20/1997,1,147,Rattlesnake Canyon Grocery,"Contrada Jacopo 247 Appartamento 60
San Paloma ligure, 05936 Ascoli Piceno (MO)","San Paloma ligure, 05936 Ascoli Piceno (MO)",NULL,Ascoli,Italy
5704,BAGGI,6,4/18/1998,7/7/1998,6/4/1998,2,123.5,0,"Acceso de Ángel Pardo 66
Lleida, 53894","Lleida, 53894",NULL,53895,Spain
5705,ARAUJ,2,9/21/1997,11/27/1997,10/1/1997,1,51.4,White Clover Markets,"Calle Olga Adadia 33 Piso 3 
Lugo, 19984","Lugo, 19984",NULL,19985,Spain
5706,CARST,3,12/4/1997,1/4/1998,12/12/1997,3,94,QUICK-Stop,"47 Warren fords
Clarkchester
M76 2PS",M76 2PS,NULL,M76 2PS,GB
5707,GáRA,6,12/5/1996,2/22/1997,1/9/1997,1,111.4,Tortuga Restaurante,"Avenida de Vicente Coloma 52
Huesca, 01277","Huesca, 01277",NULL,1278,Spain
5708,JIMEN,6,12/10/1996,2/28/1997,2/7/1997,2,109.3,Simons bistro,"Alameda Albert Lumbreras 46
Valencia, 49304","Valencia, 49304",NULL,49305,Spain
5709,VASQU,3,1/1/1997,1/22/1997,1/2/1997,3,135.1,Romero y tomillo,"Strada Michelotto 86
Sesto Torquato lido, 79294 Olbia-Tempio (TA)","Sesto Torquato lido, 79294 Olbia-Tempio (TA)",NULL,79294,Italy
5710,"ROSS,",8,6/11/1997,9/7/1997,7/12/1997,1,19.8,Bon app',"Rotonda Odescalchi 08
Settimo Marcantonio veneto, 91541 Biella (PG)","Settimo Marcantonio veneto, 91541 Biella (PG)",NULL,91541,Italy
5711,FERRA,8,12/16/1996,3/8/1997,2/13/1997,3,6.4,QUICK-Stop,"Contrada Pertile 779 Appartamento 68
Sesto Eugenia, 75423 Bologna (LI)","Sesto Eugenia, 75423 Bologna (LI)",NULL,75423,Italy
5712,GABBA,6,6/14/1996,9/8/1996,7/27/1996,3,111.5,Toms Spezialitäten,"Trübstraße 6/0
06299 Germersheim",06299 Germersheim,NULL,6299,Germany
5713,ARIñ,2,10/28/1997,2/5/1998,12/20/1997,2,115.6,Berglunds snabbköp,"Elfi-Boucsein-Gasse 383
14490 Hechingen",14490 Hechingen,NULL,14490,Germany
5714,PROCA,9,5/30/1996,6/24/1996,6/6/1996,1,141.1,Mère Paillarde,"Siegmar-Bauer-Platz 7/5
38499 Pfaffenhofenner Ilm",38499 Pfaffenhofenner Ilm,NULL,38499,Germany
5715,WAGNE,7,11/27/1996,1/28/1997,1/2/1997,3,69.9,Die Wandernde Kuh,"C. de Luz Ponce 25
Huelva, 31893","Huelva, 31893",NULL,31894,Spain
5716,PEDER,2,7/5/1996,9/3/1996,7/26/1996,3,44.4,Tortuga Restaurante,"651 Laura square
Ashleymouth
B7B 2AG",B7B 2AG,NULL,B7B 2AG,GB
5717,DOBSO,9,3/10/1997,6/17/1997,4/7/1997,3,144.5,Bon app',"Contrada Trussardi 53 Piano 5
Federico umbro, 25423 Sondrio (LI)","Federico umbro, 25423 Sondrio (LI)",NULL,25423,Italy
5718,MERIS,3,9/10/1996,10/8/1996,9/22/1996,3,62.5,HILARION-Abastos,"Flat 60
Hunter burg
East Shannon
M6C 2RW",East Shannon,NULL,M6C 2RW,GB
5719,DAVIS,6,8/10/1996,11/14/1996,8/31/1996,2,31.8,Romero y tomillo,"Plaza Luís Figueroa 60 Apt. 35 
Soria, 97896","Soria, 97896",NULL,97897,Spain
5720,PANIC,4,6/18/1996,7/4/1996,6/24/1996,1,49.4,Wellington Importadora,"Jeannette-Weller-Platz 829
93330 Bruchsal",93330 Bruchsal,NULL,93330,Germany
5721,BEYER,5,5/31/1996,8/28/1996,8/6/1996,2,74.9,HILARION-Abastos,"Borgo Petralli 18 Piano 6
Sesto Luisa, 87875 Verona (CN)","Sesto Luisa, 87875 Verona (CN)",NULL,87875,Italy
5722,LETTA,6,7/27/1996,8/13/1996,7/29/1996,1,49.9,Richter Supermarkt,"Pasadizo Alejandro Gallego 24
Valencia, 72183","Valencia, 72183",NULL,72184,Spain
5723,VASQU,2,5/1/1998,6/27/1998,5/31/1998,2,5.5,Hanari Carnes,"Pasadizo de Remedios Franch 60 Puerta 0 
Valencia, 28026","Valencia, 28026",NULL,28027,Spain
5724,PEDER,6,9/8/1997,11/28/1997,11/16/1997,1,59.4,Island Trading,"2799 Karen Harbors
East Sarah, NM 12461","East Sarah, NM 12461",NULL,12461,US
5725,SALIE,7,1/14/1998,2/4/1998,1/18/1998,2,4.4,Magazzini Alimentari Riuniti,"Acceso Jaime Arco 43 Apt. 92 
Granada, 90423","Granada, 90423",NULL,90424,Spain
5726,SPEER,5,4/29/1998,6/7/1998,5/3/1998,3,16.6,Du monde entier,"1860 Jennifer Brooks
South Heathershire, KY 97963","South Heathershire, KY 97963",NULL,97963,US
5727,MARTI,6,5/12/1997,5/30/1997,5/12/1997,1,127.9,Suprêmes délices,"Ute-Seifert-Straße 8
61784 Griesbach Rottal",61784 Griesbach Rottal,NULL,61784,Germany
5728,RONCA,9,9/16/1996,10/6/1996,9/23/1996,3,123.1,Furia Bacalhau e Frutos do Mar,"Studio 83
Thomas passage
Callumstad
HU94 1UF",Callumstad,NULL,HU94 1UF,GB
5729,CLARK,3,5/4/1996,7/16/1996,6/20/1996,2,33.8,GROSELLA-Restaurante,"08469 Cindy Circle
Gonzalestown, VA 09938","Gonzalestown, VA 09938",NULL,9938,US
5730,BAGGI,2,6/18/1997,9/14/1997,6/22/1997,3,147,HILARION-Abastos,"8 Albert road
West Victor
G2 5NR",G2 5NR,NULL,G2 5NR,GB
5731,JONES,3,1/23/1998,4/9/1998,3/8/1998,1,48.6,Mère Paillarde,"87 Declan pike
Adamsmouth
G28 5DZ",G28 5DZ,NULL,G28 5DZ,GB
5732,KELLY,2,6/28/1997,7/10/1997,6/28/1997,3,58.8,Ricardo Adocicados,"483 Katherine turnpike
North Julie
NN9 8DJ",NN9 8DJ,NULL,NN9 8DJ,GB
5733,PANIC,9,12/22/1997,2/9/1998,12/25/1997,1,77.8,Chop-suey Chinese,"Strada Scarfoglio 4
Ludovica calabro, 34006 Vercelli (PG)","Ludovica calabro, 34006 Vercelli (PG)",NULL,34006,Italy
5734,MEZA ,4,12/17/1996,3/24/1997,1/5/1997,2,65.9,Berglunds snabbköp,"1 Charlene mount
Birdside
IG0 9AZ",IG0 9AZ,NULL,IG0 9AZ,GB
5735,LOLLO,8,4/4/1997,7/1/1997,4/4/1997,3,19.5,Suprêmes délices,"Calle de Aitor Tapia 48 Apt. 50 
Almería, 82771","Almería, 82771",NULL,82772,Spain
