orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
17,REYES,6,11/19/1997,2/2/1998,12/14/1997,3,86.8,NULL,"8017 Padilla Squares
South Robertfort, MB J6Y4B6","8017 Padilla Squares
South Robertfort",NULL, MB J6Y4B6,Canada
18,DANIE,4,1/3/1997,1/28/1997,1/9/1997,3,98.2,NULL,"56132 Hill Extension
North Lisa, ON S3B9G1","56132 Hill Extension
North Lisa",NULL, ON S3B9G1,Canada
19,TODD ,3,5/2/1997,6/7/1997,5/22/1997,3,12.3,NULL,"5143 Alejandra Mountain Apt. 333
Gonzaleztown, NS R2S 7J3","5143 Alejandra Mountain Apt. 333
Gonzaleztown",NULL, NS R2S 7J3,Canada
20,MENDO,1,9/18/1997,10/17/1997,9/23/1997,1,62.8,NULL,"125 Ferguson Highway
Port Michelleville, NL P4B2B5","125 Ferguson Highway
Port Michelleville",NULL, NL P4B2B5,Canada
21,PHAM ,3,6/26/1996,8/4/1996,7/25/1996,2,90.1,NULL,"56132 Hill Extension
North Lisa, ON S3B9G1","56132 Hill Extension
North Lisa",NULL, ON S3B9G1,Canada
22,TODD ,7,8/12/1996,10/8/1996,9/18/1996,1,16.8,NULL,"5605 Lauren Forks Suite 979
Morenobury, SK L7A 8R1","5605 Lauren Forks Suite 979
Morenobury",NULL, SK L7A 8R1,Canada
23,SCHUL,8,11/16/1996,12/26/1996,12/4/1996,1,77.3,NULL,"15445 Melissa Crest
New Isabel, YT R7V 1K6","15445 Melissa Crest
New Isabel",NULL, YT R7V 1K6,Canada
24,MELEN,2,6/8/1998,7/8/1998,6/26/1998,1,37.1,NULL,"15445 Melissa Crest
New Isabel, YT R7V 1K6","15445 Melissa Crest
New Isabel",NULL, YT R7V 1K6,Canada
25,OCONN,4,8/6/1997,10/3/1997,8/17/1997,3,44.2,NULL,"11744 Angela Station Suite 381
Thompsonbury, PE K8T 5M7","11744 Angela Station Suite 381
Thompsonbury",NULL, PE K8T 5M7,Canada
26,MENDO,9,2/23/1998,5/31/1998,3/21/1998,2,28.7,NULL,"206 Kelley Causeway
Lake Shelby, SK J1R5S5","206 Kelley Causeway
Lake Shelby",NULL, SK J1R5S5,Canada
27,DAVIS,3,10/31/1996,2/7/1997,1/22/1997,1,36.2,NULL,"1995 Walsh Shoals Suite 330
Russellport, SK M2H7M5","1995 Walsh Shoals Suite 330
Russellport",NULL, SK M2H7M5,Canada
28,MURPH,1,7/15/1996,10/14/1996,9/27/1996,1,97,NULL,"9469 Jose Summit Suite 182
Andreafurt, PE J4G9E6","9469 Jose Summit Suite 182
Andreafurt",NULL, PE J4G9E6,Canada
29,NICHO,2,6/30/1997,8/2/1997,7/14/1997,2,88.5,NULL,"020 Amanda Pines
Phillipsstad, SK B9M 2T9","020 Amanda Pines
Phillipsstad",NULL, SK B9M 2T9,Canada
30,MARTI,4,4/12/1998,5/7/1998,4/25/1998,1,65.3,NULL,"438 Cole Plain
West Timothyfort, NT A5M9S9","438 Cole Plain
West Timothyfort",NULL, NT A5M9S9,Canada
31,OCONN,5,6/3/1998,8/5/1998,7/14/1998,1,7.7,NULL,"3381 Thomas Motorway
Davisport, QC J9B 6A5","3381 Thomas Motorway
Davisport",NULL, QC J9B 6A5,Canada
32,OLSON,7,2/14/1997,3/31/1997,3/1/1997,1,22.6,NULL,"364 Brett Key
Howardberg, YT P4R 9B7","364 Brett Key
Howardberg",NULL, YT P4R 9B7,Canada
33,GARZA,1,2/24/1997,3/17/1997,2/28/1997,3,90.3,NULL,"136 Andrews Port
Gonzalezstad, ON T6A 7C4","136 Andrews Port
Gonzalezstad",NULL, ON T6A 7C4,Canada
34,RICHA,8,2/8/1998,5/4/1998,4/16/1998,1,52.4,NULL,"08181 Robert Drive
Julieland, MB T3R5X6","08181 Robert Drive
Julieland",NULL, MB T3R5X6,Canada
35,FISCH,7,9/10/1996,12/16/1996,11/7/1996,2,11.7,NULL,"1399 Paul Estates Suite 399
Priceville, MB Y6X4H6","1399 Paul Estates Suite 399
Priceville",NULL, MB Y6X4H6,Canada
36,RICHA,8,5/22/1996,8/21/1996,6/8/1996,3,63.4,NULL,"1995 Walsh Shoals Suite 330
Russellport, SK M2H7M5","1995 Walsh Shoals Suite 330
Russellport",NULL, SK M2H7M5,Canada
37,KAISE,2,11/18/1997,1/26/1998,11/22/1997,1,95.5,NULL,"240 Spencer Street Suite 569
Jacquelinestad, ON L8G 4B5","240 Spencer Street Suite 569
Jacquelinestad",NULL, ON L8G 4B5,Canada
38,RANGE,3,9/27/1996,10/8/1996,9/27/1996,2,26.5,NULL,"8961 Christopher Parkways
South Kimberlytown, YT X1V7G3","8961 Christopher Parkways
South Kimberlytown",NULL, YT X1V7G3,Canada
39,WEST-,5,3/26/1997,5/19/1997,3/28/1997,1,34.1,NULL,"285 Hampton Manors Suite 283
New Johnbury, NS G9B6H1","285 Hampton Manors Suite 283
New Johnbury",NULL, NS G9B6H1,Canada
40,DELGA,6,6/10/1997,7/12/1997,6/20/1997,3,82.8,NULL,"0033 Kelly Fork Suite 370
Jasonshire, NS E7A6R5","0033 Kelly Fork Suite 370
Jasonshire",NULL, NS E7A6R5,Canada
41,RODRI,3,12/26/1997,2/14/1998,1/16/1998,2,35.2,NULL,"41155 Donna Port Apt. 089
Lake Chris, MB T2H9T3","41155 Donna Port Apt. 089
Lake Chris",NULL, MB T2H9T3,Canada
42,MURPH,9,10/12/1996,10/29/1996,10/19/1996,2,94.2,NULL,"8017 Padilla Squares
South Robertfort, MB J6Y4B6","8017 Padilla Squares
South Robertfort",NULL, MB J6Y4B6,Canada
43,WEST-,5,3/20/1997,4/1/1997,3/22/1997,1,88.9,NULL,"0382 Terrence Corners
Kathrynborough, NT L9X 7E6","0382 Terrence Corners
Kathrynborough",NULL, NT L9X 7E6,Canada
44,RANGE,9,12/13/1997,1/6/1998,12/24/1997,3,64.7,NULL,"6041 Elizabeth Harbors
Matthewside, BC X5K 7T6","6041 Elizabeth Harbors
Matthewside",NULL, BC X5K 7T6,Canada
45,DAVIS,5,4/6/1996,5/6/1996,4/9/1996,2,56.7,NULL,"0033 Kelly Fork Suite 370
Jasonshire, NS E7A6R5","0033 Kelly Fork Suite 370
Jasonshire",NULL, NS E7A6R5,Canada
46,RAMIR,9,11/6/1997,12/20/1997,11/14/1997,1,63.2,NULL,"9469 Jose Summit Suite 182
Andreafurt, PE J4G9E6","9469 Jose Summit Suite 182
Andreafurt",NULL, PE J4G9E6,Canada
47,HARVE,9,9/12/1997,9/22/1997,9/12/1997,1,94.1,NULL,"696 Flores Isle
Dianaburgh, SK G4P5R9","696 Flores Isle
Dianaburgh",NULL, SK G4P5R9,Canada
48,MCMIL,5,11/3/1997,1/12/1998,12/11/1997,1,2.6,NULL,"690 Andrea Stream
Carlaberg, NU R9Y 5C7","690 Andrea Stream
Carlaberg",NULL, NU R9Y 5C7,Canada
49,PEREZ,5,4/21/1997,6/7/1997,4/23/1997,3,59.2,NULL,"438 Cole Plain
West Timothyfort, NT A5M9S9","438 Cole Plain
West Timothyfort",NULL, NT A5M9S9,Canada
50,MCINT,6,3/2/1998,4/26/1998,3/15/1998,1,27.7,NULL,"839 William Common Suite 888
Alexisborough, NS S4Y 2X5","839 William Common Suite 888
Alexisborough",NULL, NS S4Y 2X5,Canada
51,SMITH,1,5/22/1996,7/26/1996,6/10/1996,3,95,NULL,"819 Ramos Tunnel Suite 427
Jillborough, NU B2N4P2","819 Ramos Tunnel Suite 427
Jillborough",NULL, NU B2N4P2,Canada
52,"GRAY,",2,11/10/1997,1/19/1998,12/10/1997,1,77.1,NULL,"70228 Nicholas Place
Lindastad, YT E4J2P6","70228 Nicholas Place
Lindastad",NULL, YT E4J2P6,Canada
53,ONEIL,9,1/29/1998,3/20/1998,2/9/1998,1,15.3,NULL,"139 Mcclure Locks Suite 477
Haynesberg, SK R6S2J5","139 Mcclure Locks Suite 477
Haynesberg",NULL, SK R6S2J5,Canada
54,STEVE,4,10/8/1997,11/28/1997,10/26/1997,2,58.6,NULL,"08181 Robert Drive
Julieland, MB T3R5X6","08181 Robert Drive
Julieland",NULL, MB T3R5X6,Canada
55,HALLA,3,7/1/1996,7/21/1996,7/11/1996,2,61,NULL,"4098 Derrick Mountain Apt. 379
North Sarahmouth, SK R1T5M1","4098 Derrick Mountain Apt. 379
North Sarahmouth",NULL, SK R1T5M1,Canada
56,BROWN,6,9/12/1997,11/24/1997,11/7/1997,3,3.3,NULL,"25311 Gary Haven
West Kelly, BC R7R 5M6","25311 Gary Haven
West Kelly",NULL, BC R7R 5M6,Canada
57,NICHO,8,11/22/1996,1/8/1997,11/22/1996,3,41.1,NULL,"438 Cole Plain
West Timothyfort, NT A5M9S9","438 Cole Plain
West Timothyfort",NULL, NT A5M9S9,Canada
58,YOUNG,9,4/25/1997,7/23/1997,4/30/1997,2,35.2,NULL,"0033 Kelly Fork Suite 370
Jasonshire, NS E7A6R5","0033 Kelly Fork Suite 370
Jasonshire",NULL, NS E7A6R5,Canada
59,WEST-,6,4/14/1996,7/2/1996,6/4/1996,2,11.9,NULL,"4098 Derrick Mountain Apt. 379
North Sarahmouth, SK R1T5M1","4098 Derrick Mountain Apt. 379
North Sarahmouth",NULL, SK R1T5M1,Canada
60,RICHA,9,4/28/1997,6/3/1997,4/30/1997,1,60.4,NULL,"77558 Jennifer Orchard
North Dominicland, AB L4P8V2","77558 Jennifer Orchard
North Dominicland",NULL, AB L4P8V2,Canada
61,HARVE,2,8/28/1997,10/2/1997,9/18/1997,1,69.8,NULL,"240 Spencer Street Suite 569
Jacquelinestad, ON L8G 4B5","240 Spencer Street Suite 569
Jacquelinestad",NULL, ON L8G 4B5,Canada
62,MEZA ,7,3/19/1998,6/13/1998,4/21/1998,1,53.9,NULL,"56132 Hill Extension
North Lisa, ON S3B9G1","56132 Hill Extension
North Lisa",NULL, ON S3B9G1,Canada
63,STRON,1,10/8/1996,11/19/1996,11/9/1996,1,41.1,NULL,"518 Roberto Forest
New Aaronstad, YT K6R1M8","518 Roberto Forest
New Aaronstad",NULL, YT K6R1M8,Canada
64,GONZA,7,4/30/1998,5/17/1998,4/30/1998,1,20.9,NULL,"1995 Walsh Shoals Suite 330
Russellport, SK M2H7M5","1995 Walsh Shoals Suite 330
Russellport",NULL, SK M2H7M5,Canada
65,SMITH,3,9/28/1997,10/10/1997,9/28/1997,3,35.9,NULL,"381 Kim Inlet
Michaelmouth, AB X4R2J1","381 Kim Inlet
Michaelmouth",NULL, AB X4R2J1,Canada
66,MAYO ,9,11/13/1997,11/30/1997,11/14/1997,2,78.6,NULL,"41155 Donna Port Apt. 089
Lake Chris, MB T2H9T3","41155 Donna Port Apt. 089
Lake Chris",NULL, MB T2H9T3,Canada
67,MOSS ,9,10/17/1997,1/4/1998,11/8/1997,2,22.9,NULL,"897 Jason Cliffs Suite 169
Port Bradleychester, NT A4H8M2","897 Jason Cliffs Suite 169
Port Bradleychester",NULL, NT A4H8M2,Canada
68,DAVIS,5,6/14/1998,7/5/1998,6/15/1998,1,62.8,NULL,"526 Jimenez Place
Alvarezport, SK B9A2R2","526 Jimenez Place
Alvarezport",NULL, SK B9A2R2,Canada
69,"CRUZ,",7,6/30/1998,9/18/1998,7/23/1998,3,69.9,NULL,"744 Sanchez Camp
Carterfurt, BC L4H 9R7","744 Sanchez Camp
Carterfurt",NULL, BC L4H 9R7,Canada
70,CASTR,4,3/23/1998,5/23/1998,4/29/1998,3,39.7,NULL,"77558 Jennifer Orchard
North Dominicland, AB L4P8V2","77558 Jennifer Orchard
North Dominicland",NULL, AB L4P8V2,Canada
71,LLOYD,6,2/20/1998,4/20/1998,2/20/1998,1,12.3,NULL,"57367 Garcia Viaduct
New Gregory, QC N5K 3G5","57367 Garcia Viaduct
New Gregory",NULL, QC N5K 3G5,Canada
72,WAGNE,6,1/29/1998,3/4/1998,2/19/1998,1,27.2,NULL,"207 Bell Cape
Cynthiaberg, NT C1P 7P9","207 Bell Cape
Cynthiaberg",NULL, NT C1P 7P9,Canada
73,MCDON,9,12/22/1996,2/7/1997,1/23/1997,3,36.3,NULL,"37518 Sutton Lane Suite 379
Lake Barbara, NL K5P6B7","37518 Sutton Lane Suite 379
Lake Barbara",NULL, NL K5P6B7,Canada
74,GARCI,3,1/4/1997,2/26/1997,1/13/1997,1,32.6,NULL,"77558 Jennifer Orchard
North Dominicland, AB L4P8V2","77558 Jennifer Orchard
North Dominicland",NULL, AB L4P8V2,Canada
75,JENNI,6,12/22/1997,2/5/1998,1/6/1998,2,29.5,NULL,"19510 Nicole Pike Suite 372
East Sarahchester, ON K7H4P4","19510 Nicole Pike Suite 372
East Sarahchester",NULL, ON K7H4P4,Canada
76,HARRI,8,11/14/1997,1/25/1998,12/17/1997,3,80.5,NULL,"49062 Jones Inlet Apt. 647
Port Mary, ON T1C5T7","49062 Jones Inlet Apt. 647
Port Mary",NULL, ON T1C5T7,Canada
77,WEST-,5,1/31/1998,4/12/1998,3/14/1998,2,85.7,NULL,"1399 Paul Estates Suite 399
Priceville, MB Y6X4H6","1399 Paul Estates Suite 399
Priceville",NULL, MB Y6X4H6,Canada
78,HOWE-,7,9/13/1996,10/13/1996,9/28/1996,1,38.4,NULL,"5143 Alejandra Mountain Apt. 333
Gonzaleztown, NS R2S 7J3","5143 Alejandra Mountain Apt. 333
Gonzaleztown",NULL, NS R2S 7J3,Canada
79,KEY-B,4,12/8/1996,12/23/1996,12/11/1996,3,48.4,NULL,"0382 Terrence Corners
Kathrynborough, NT L9X 7E6","0382 Terrence Corners
Kathrynborough",NULL, NT L9X 7E6,Canada
80,LLOYD,6,8/7/1996,11/5/1996,10/11/1996,3,94.2,NULL,"12570 Erika Stream Apt. 899
Dawsonstad, NU M9M6C5","12570 Erika Stream Apt. 899
Dawsonstad",NULL, NU M9M6C5,Canada
81,JOHNS,9,4/6/1996,7/8/1996,4/15/1996,2,71,NULL,"4258 Wright Green Suite 750
North Mallory, AB N6S 9Y3","4258 Wright Green Suite 750
North Mallory",NULL, AB N6S 9Y3,Canada
82,RAMIR,4,12/5/1997,12/20/1997,12/8/1997,1,60.9,NULL,"207 Bell Cape
Cynthiaberg, NT C1P 7P9","207 Bell Cape
Cynthiaberg",NULL, NT C1P 7P9,Canada
83,REYES,5,1/19/1998,3/25/1998,2/2/1998,1,89,NULL,"95425 Perez Course
West Daniel, NB T1H 5H7","95425 Perez Course
West Daniel",NULL, NB T1H 5H7,Canada
84,GRAY-,3,8/8/1997,9/2/1997,8/19/1997,2,90.6,NULL,"125 Ferguson Highway
Port Michelleville, NL P4B2B5","125 Ferguson Highway
Port Michelleville",NULL, NL P4B2B5,Canada
85,SOTO-,8,10/25/1996,11/28/1996,11/13/1996,1,39.7,NULL,"7530 Jessica Ford Apt. 356
Walkerside, BC N4N2A7","7530 Jessica Ford Apt. 356
Walkerside",NULL, BC N4N2A7,Canada
86,CLARK,4,8/2/1997,10/30/1997,9/21/1997,3,67.5,NULL,"5605 Lauren Forks Suite 979
Morenobury, SK L7A 8R1","5605 Lauren Forks Suite 979
Morenobury",NULL, SK L7A 8R1,Canada
87,ROGER,9,3/31/1997,5/6/1997,4/17/1997,1,98.9,NULL,"039 Gardner Plaza
North Bethanyton, PE A9A4V3","039 Gardner Plaza
North Bethanyton",NULL, PE A9A4V3,Canada
88,RODRI,6,11/23/1997,1/10/1998,11/24/1997,2,19,NULL,"4258 Wright Green Suite 750
North Mallory, AB N6S 9Y3","4258 Wright Green Suite 750
North Mallory",NULL, AB N6S 9Y3,Canada
89,ANDER,6,3/26/1997,4/13/1997,3/26/1997,3,34.8,NULL,"222 Christopher Well Suite 322
New Keithchester, BC C3V6P9","222 Christopher Well Suite 322
New Keithchester",NULL, BC C3V6P9,Canada
90,SMITH,9,10/23/1996,12/5/1996,10/29/1996,3,82,NULL,"4258 Wright Green Suite 750
North Mallory, AB N6S 9Y3","4258 Wright Green Suite 750
North Mallory",NULL, AB N6S 9Y3,Canada
91,MURPH,4,4/28/1997,7/20/1997,6/4/1997,2,20.1,NULL,"35454 Yolanda Mountain Suite 720
Ricefurt, MB V9K3A4","35454 Yolanda Mountain Suite 720
Ricefurt",NULL, MB V9K3A4,Canada
92,HIGGI,9,6/1/1996,9/4/1996,6/9/1996,2,7,NULL,"136 Andrews Port
Gonzalezstad, ON T6A 7C4","136 Andrews Port
Gonzalezstad",NULL, ON T6A 7C4,Canada
93,JENNI,8,11/14/1997,12/14/1997,11/27/1997,2,20.1,NULL,"305 Holmes Station
Rodriguezborough, MB L3J7B7","305 Holmes Station
Rodriguezborough",NULL, MB L3J7B7,Canada
94,YOUNG,6,8/21/1996,10/29/1996,9/17/1996,1,72,NULL,"438 Cole Plain
West Timothyfort, NT A5M9S9","438 Cole Plain
West Timothyfort",NULL, NT A5M9S9,Canada
95,JONES,7,7/3/1996,9/1/1996,8/7/1996,1,97.8,NULL,"4183 Gregory Islands Suite 710
Aliciashire, AB C1X 5N2","4183 Gregory Islands Suite 710
Aliciashire",NULL, AB C1X 5N2,Canada
96,PENA ,4,8/14/1996,9/4/1996,8/21/1996,2,3.1,NULL,"96345 Andrews Cove
East Ernestshire, AB A9C2S2","96345 Andrews Cove
East Ernestshire",NULL, AB A9C2S2,Canada
97,MAYO ,2,10/22/1997,1/28/1998,11/22/1997,3,5.4,NULL,"48530 Martin Walks Apt. 579
North Brianstad, BC G8E 4C5","48530 Martin Walks Apt. 579
North Brianstad",NULL, BC G8E 4C5,Canada
98,HOWEL,4,5/26/1997,8/16/1997,6/6/1997,3,67,NULL,"08181 Robert Drive
Julieland, MB T3R5X6","08181 Robert Drive
Julieland",NULL, MB T3R5X6,Canada
99,HIGGI,9,5/14/1996,6/30/1996,5/14/1996,1,78,NULL,"0382 Terrence Corners
Kathrynborough, NT L9X 7E6","0382 Terrence Corners
Kathrynborough",NULL, NT L9X 7E6,Canada
100,BELTR,6,10/6/1997,1/13/1998,12/13/1997,1,91.6,NULL,"71216 Robyn Track Suite 540
Cassandrafort, QC Y1A 1A8","71216 Robyn Track Suite 540
Cassandrafort",NULL, QC Y1A 1A8,Canada
101,JENNI,3,6/23/1998,9/20/1998,7/20/1998,3,80.3,NULL,"7530 Jessica Ford Apt. 356
Walkerside, BC N4N2A7","7530 Jessica Ford Apt. 356
Walkerside",NULL, BC N4N2A7,Canada
102,KEY-B,6,9/1/1996,9/18/1996,9/8/1996,2,43.2,NULL,"4998 Bennett Road Apt. 282
Rosaleschester, NS V9C8M3","4998 Bennett Road Apt. 282
Rosaleschester",NULL, NS V9C8M3,Canada
103,HILL-,7,6/14/1998,9/2/1998,7/29/1998,1,56.1,NULL,"76144 Santos Trail Apt. 082
Ashleytown, ON X6X 8C1","76144 Santos Trail Apt. 082
Ashleytown",NULL, ON X6X 8C1,Canada
104,JONES,4,10/15/1996,11/29/1996,11/1/1996,1,20.8,NULL,"819 Ramos Tunnel Suite 427
Jillborough, NU B2N4P2","819 Ramos Tunnel Suite 427
Jillborough",NULL, NU B2N4P2,Canada
105,KAISE,1,6/29/1997,7/19/1997,6/29/1997,1,2,NULL,"49675 West Harbors
Matthewshaven, QC V7Y 7E4","49675 West Harbors
Matthewshaven",NULL, QC V7Y 7E4,Canada
106,"FORD,",8,5/25/1996,8/14/1996,6/7/1996,1,96.3,NULL,"839 William Common Suite 888
Alexisborough, NS S4Y 2X5","839 William Common Suite 888
Alexisborough",NULL, NS S4Y 2X5,Canada
107,MELEN,4,6/4/1998,7/4/1998,6/6/1998,1,4.7,NULL,"19510 Nicole Pike Suite 372
East Sarahchester, ON K7H4P4","19510 Nicole Pike Suite 372
East Sarahchester",NULL, ON K7H4P4,Canada
108,"CRUZ,",9,11/23/1996,2/7/1997,12/1/1996,3,19.3,NULL,"4530 Melanie Hill
Port Destinystad, AB N2L8P4","4530 Melanie Hill
Port Destinystad",NULL, AB N2L8P4,Canada
109,QUINN,9,5/29/1996,8/14/1996,6/26/1996,2,34.9,NULL,"819 Ramos Tunnel Suite 427
Jillborough, NU B2N4P2","819 Ramos Tunnel Suite 427
Jillborough",NULL, NU B2N4P2,Canada
110,REYES,6,4/30/1998,7/22/1998,7/7/1998,3,33.2,NULL,"70228 Nicholas Place
Lindastad, YT E4J2P6","70228 Nicholas Place
Lindastad",NULL, YT E4J2P6,Canada
111,CLARK,8,1/26/1997,3/26/1997,3/15/1997,2,81,NULL,"77558 Jennifer Orchard
North Dominicland, AB L4P8V2","77558 Jennifer Orchard
North Dominicland",NULL, AB L4P8V2,Canada
112,MORAL,9,5/8/1996,8/5/1996,5/8/1996,2,23.5,NULL,"96345 Andrews Cove
East Ernestshire, AB A9C2S2","96345 Andrews Cove
East Ernestshire",NULL, AB A9C2S2,Canada
113,REYES,1,5/28/1996,6/20/1996,6/9/1996,2,61.9,NULL,"33904 Booker Mountain
Cookchester, NB J3L8X7","33904 Booker Mountain
Cookchester",NULL, NB J3L8X7,Canada
114,RICHA,3,7/23/1997,8/17/1997,7/29/1997,1,19.5,NULL,"00049 Jones Overpass Suite 219
Lake Jessicaton, MB R3R5C7","00049 Jones Overpass Suite 219
Lake Jessicaton",NULL, MB R3R5C7,Canada
115,MURPH,1,5/5/1998,7/17/1998,6/22/1998,3,46.3,NULL,"0386 Moss Pines Apt. 200
Lauraport, NL G3T 6Y4","0386 Moss Pines Apt. 200
Lauraport",NULL, NL G3T 6Y4,Canada
116,RICHA,9,11/4/1997,1/20/1998,11/25/1997,2,22.3,NULL,"998 Lane Brook Suite 951
South Kevinport, ON E3N8J9","998 Lane Brook Suite 951
South Kevinport",NULL, ON E3N8J9,Canada
117,MARTI,9,4/9/1997,4/22/1997,4/12/1997,3,77.6,NULL,"262 Amanda Valley Suite 537
Smithhaven, BC R5K6G3","262 Amanda Valley Suite 537
Smithhaven",NULL, BC R5K6G3,Canada
118,TURNE,9,3/23/1998,5/1/1998,3/30/1998,1,61,NULL,"314 Wesley Ferry
Lake Annaview, PE P9G 5P1","314 Wesley Ferry
Lake Annaview",NULL, PE P9G 5P1,Canada
119,FISCH,1,1/13/1998,1/28/1998,1/16/1998,1,80.7,NULL,"8961 Christopher Parkways
South Kimberlytown, YT X1V7G3","8961 Christopher Parkways
South Kimberlytown",NULL, YT X1V7G3,Canada
120,GARCI,3,12/30/1997,3/20/1998,2/25/1998,1,18.8,NULL,"00049 Jones Overpass Suite 219
Lake Jessicaton, MB R3R5C7","00049 Jones Overpass Suite 219
Lake Jessicaton",NULL, MB R3R5C7,Canada
121,WHEEL,7,6/19/1997,9/23/1997,7/17/1997,3,38.9,NULL,"240 Spencer Street Suite 569
Jacquelinestad, ON L8G 4B5","240 Spencer Street Suite 569
Jacquelinestad",NULL, ON L8G 4B5,Canada
122,WAGNE,9,5/6/1996,6/25/1996,5/16/1996,1,3.6,NULL,"77558 Jennifer Orchard
North Dominicland, AB L4P8V2","77558 Jennifer Orchard
North Dominicland",NULL, AB L4P8V2,Canada
123,MOSS ,4,8/25/1997,11/20/1997,9/28/1997,2,12.6,NULL,"11744 Angela Station Suite 381
Thompsonbury, PE K8T 5M7","11744 Angela Station Suite 381
Thompsonbury",NULL, PE K8T 5M7,Canada
124,JONES,9,12/10/1997,12/24/1997,12/14/1997,1,89.2,NULL,"11744 Angela Station Suite 381
Thompsonbury, PE K8T 5M7","11744 Angela Station Suite 381
Thompsonbury",NULL, PE K8T 5M7,Canada
125,MEZA ,1,1/26/1997,3/12/1997,2/13/1997,3,25,NULL,"374 Julia Lock Suite 056
New Lauren, NT S8C 5H8","374 Julia Lock Suite 056
New Lauren",NULL, NT S8C 5H8,Canada
126,MICHA,9,8/4/1996,8/22/1996,8/5/1996,3,70.7,NULL,"49062 Jones Inlet Apt. 647
Port Mary, ON T1C5T7","49062 Jones Inlet Apt. 647
Port Mary",NULL, ON T1C5T7,Canada
127,STEWA,6,6/16/1998,8/16/1998,6/16/1998,3,79.8,NULL,"206 Kelley Causeway
Lake Shelby, SK J1R5S5","206 Kelley Causeway
Lake Shelby",NULL, SK J1R5S5,Canada
